x1,y1,r1,x2,y2,r2,x3,y3,r3,x4,y4,r4,x5,y5,r5,x6,y6,r6,x7,y7,r7,class
215.603,107.0,26.0,219.09,74.147,27.0,225.623,45.958,31.0,240.324,25.047,38.0,272.5,26.115,53.0,351.5,124.5,138.0,491.892,334.77,161.0,2
216.225,116.239,25.0,211.659,87.596,25.0,209.5,67.5,29.0,210.0,57.5,34.0,211.004,64.628,38.0,219.5,118.99,62.0,232.0,312.431,169.0,4
233.5,125.0,29.0,241.5,93.5,29.0,256.882,65.315,30.0,276.777,44.893,37.0,321.585,41.76,50.0,391.5,95.5,81.0,583.78,261.5,78.0,2
226.0,133.0,29.0,217.0,99.5,21.0,199.0,60.0,23.0,185.0,32.0,26.0,161.0,12.554,29.0,120.0,15.111,31.0,53.5,20.5,21.0,1
211.357,150.711,27.0,205.0,121.5,25.0,194.593,95.593,27.0,182.424,77.526,31.0,164.5,74.28,38.0,133.033,93.681,47.0,48.5,287.5,83.0,3
225.5,156.5,28.0,220.412,128.5,26.0,211.914,102.14,29.0,202.911,83.167,34.0,188.5,78.0,41.0,163.6,96.794,56.0,101.5,329.5,136.0,3
225.478,149.353,28.0,232.0,123.5,29.0,248.726,103.274,33.0,273.5,95.581,38.0,324.5,114.0,63.0,432.5,214.5,137.0,544.932,326.877,75.0,2
223.0,161.5,20.0,220.5,130.0,28.0,224.016,85.5,22.0,225.393,49.475,24.0,230.0,15.788,28.0,312.5,8.5,27.0,610.642,250.416,44.0,2
225.5,161.0,29.0,219.0,130.0,28.0,206.0,99.0,25.0,189.5,63.5,25.0,168.262,35.5,31.0,139.0,17.029,37.0,80.5,22.623,44.0,1
216.5,113.0,26.0,218.098,80.586,27.0,223.011,56.989,31.0,230.5,44.648,36.0,242.394,50.306,44.0,270.442,135.797,99.0,366.5,308.5,185.0,4
213.0,113.5,25.0,207.99,80.915,24.0,200.711,52.241,28.0,195.0,36.286,34.0,185.0,36.5,41.0,167.761,73.761,55.0,127.5,293.0,182.0,3
214.534,101.909,25.0,209.095,68.095,27.0,204.0,36.41,32.0,200.887,21.604,39.0,198.0,16.943,49.0,221.5,128.5,141.0,195.5,325.0,162.0,5
230.0,155.318,26.0,231.0,123.0,28.0,240.433,88.795,28.0,251.5,55.5,30.0,268.595,25.694,36.0,299.5,10.0,42.0,370.0,9.0,56.0,2
239.0,180.0,22.0,228.0,170.5,27.0,218.0,138.5,31.0,177.583,33.5,23.0,157.5,11.62,25.0,123.0,8.5,19.0,62.5,8.25,20.0,1
251.0,173.0,20.0,228.5,144.5,31.0,219.0,112.5,25.0,205.147,78.357,24.0,187.052,48.05,27.0,159.704,23.095,33.0,107.5,15.012,33.0,1
255.373,125.915,28.0,252.0,97.5,27.0,246.0,73.0,29.0,241.033,59.5,35.0,230.556,62.0,42.0,212.085,113.284,73.0,152.5,298.5,172.0,3
266.498,137.814,30.0,259.0,104.0,27.0,246.5,72.079,25.0,233.0,39.0,27.0,210.0,18.159,31.0,171.5,8.0,26.0,91.5,8.5,23.0,1
254.36,92.756,27.0,253.0,59.434,25.0,251.36,30.398,28.0,250.0,16.695,33.0,250.0,14.379,38.0,249.0,54.958,61.0,257.0,276.5,203.0,4
254.484,155.326,27.0,254.5,130.0,29.0,260.5,100.5,30.0,277.5,81.0,33.0,302.783,64.108,42.0,352.0,68.0,59.0,558.5,259.0,106.0,2
269.0,157.5,23.0,247.5,135.5,24.0,254.5,109.0,30.0,269.0,79.0,29.0,293.0,56.0,34.0,333.5,33.0,43.0,400.167,34.167,45.0,2
267.0,167.5,20.0,242.5,142.0,30.0,233.0,113.0,28.0,218.5,84.5,27.0,200.0,54.679,30.0,169.804,29.285,35.0,110.5,16.5,40.0,1
252.5,127.5,27.0,255.603,105.5,29.0,259.905,94.608,31.0,266.0,99.0,35.0,285.0,138.5,59.0,308.5,269.5,119.0,353.558,413.962,88.0,4
246.0,123.5,28.0,245.45,100.504,26.0,246.145,85.618,30.0,248.421,84.411,34.0,250.578,106.761,45.0,266.341,190.3,85.0,288.5,368.5,117.0,4
257.0,119.5,29.0,262.0,83.907,27.0,271.5,49.5,29.0,290.5,21.5,34.0,316.5,8.75,38.0,380.5,14.5,56.0,624.0,221.0,21.0,2
271.5,166.5,22.0,272.485,178.032,22.0,251.5,143.5,29.0,239.0,120.5,29.0,225.663,102.937,30.0,199.991,94.0,34.0,152.0,103.5,47.0,1
244.394,141.308,29.0,246.5,115.5,29.0,252.0,93.0,31.0,267.309,79.322,36.0,290.86,77.479,50.0,345.588,172.56,123.0,474.893,349.517,153.0,2
257.0,123.5,29.0,257.402,99.5,28.0,257.435,79.565,32.0,256.415,72.585,37.0,258.142,95.286,52.0,251.5,251.5,168.0,271.5,411.5,88.0,5
242.5,140.0,29.0,234.0,115.5,29.0,226.458,99.302,30.0,214.906,91.906,35.0,195.5,104.0,47.0,146.857,223.158,124.0,108.777,386.654,69.0,3
244.296,123.048,27.0,239.0,93.0,26.0,235.5,61.5,30.0,231.993,35.91,38.0,226.0,27.446,49.0,221.222,54.524,85.0,243.56,308.52,240.0,5
249.15,123.633,28.0,252.978,99.301,28.0,259.804,84.5,31.0,271.795,82.5,37.0,294.0,116.0,60.0,339.0,238.5,130.0,421.0,376.5,117.0,4
241.0,116.5,27.0,238.5,79.554,25.0,234.041,46.436,29.0,230.5,21.5,35.0,228.5,10.742,41.0,222.0,12.0,65.0,276.5,264.572,279.0,5
258.5,163.5,22.0,250.0,132.5,28.0,260.0,102.5,29.0,281.0,80.0,32.0,308.5,64.5,39.0,359.0,69.0,50.0,435.0,100.5,29.0,2
257.0,169.5,23.0,251.0,142.0,29.0,239.5,107.5,29.0,225.201,77.201,27.0,204.459,49.063,30.0,177.5,29.679,36.0,125.603,24.523,45.0,1
244.5,108.0,27.0,248.5,72.5,29.0,255.764,43.236,32.0,272.903,20.981,37.0,306.0,10.769,46.0,381.5,25.5,64.0,623.0,226.0,21.0,2
251.231,129.846,28.0,254.0,99.5,29.0,261.0,77.5,31.0,272.267,69.733,36.0,293.0,75.5,46.0,332.316,146.516,91.0,463.292,327.783,181.0,4
251.0,72.5,25.0,251.944,39.558,28.0,255.822,18.233,32.0,264.5,13.293,37.0,289.655,25.203,55.0,366.78,194.569,183.0,454.5,390.5,144.0,4
255.5,143.0,29.0,249.426,119.508,27.0,243.955,106.003,30.0,237.753,105.247,33.0,225.0,128.5,47.0,201.672,215.297,90.0,191.967,374.949,87.0,3
254.0,113.5,29.0,264.927,86.073,29.0,280.736,65.264,31.0,303.686,57.605,37.0,351.5,77.0,56.0,463.0,191.0,133.0,578.412,308.976,62.0,2
262.5,126.646,28.0,261.155,97.204,27.0,259.769,75.692,30.0,258.652,64.088,34.0,259.622,69.008,39.0,266.023,118.321,67.0,306.0,302.5,184.0,4
258.0,118.5,28.0,253.0,90.5,27.0,246.0,62.0,28.0,231.877,41.805,33.0,215.318,36.123,41.0,180.284,51.907,53.0,76.5,295.5,113.0,3
252.5,138.5,28.0,250.07,115.396,28.0,253.239,98.666,29.0,257.277,95.304,34.0,270.5,114.5,47.0,289.5,192.5,92.0,358.092,356.183,138.0,4
266.0,148.5,22.0,257.0,118.0,30.0,241.5,86.5,26.0,226.5,56.15,27.0,202.417,32.167,32.0,167.0,18.0,35.0,98.5,20.5,30.0,1
262.0,158.0,24.0,243.0,133.0,27.0,244.5,102.0,25.0,255.0,63.5,27.0,265.0,29.0,32.0,286.5,8.265,33.0,336.5,8.5,25.0,2
248.0,134.5,26.0,245.5,102.5,22.0,247.0,59.0,23.0,246.698,22.145,26.0,252.0,7.0,15.0,368.5,212.5,249.0,449.587,336.279,102.0,5
244.0,117.5,30.0,248.0,87.0,29.0,257.173,63.101,32.0,270.693,54.492,39.0,297.5,64.0,53.0,368.088,197.44,153.0,469.0,374.5,144.0,4
261.0,133.5,29.0,265.5,100.5,29.0,277.0,70.0,29.0,294.5,47.5,34.0,321.964,38.181,40.0,374.5,51.5,55.0,563.5,226.0,82.0,2
273.0,167.5,23.0,244.0,130.0,29.0,232.5,95.0,24.0,213.5,62.5,25.0,189.456,37.147,28.0,152.0,21.962,34.0,92.0,21.5,34.0,1
248.5,101.775,25.0,241.0,67.5,28.0,234.0,37.0,32.0,227.0,19.67,38.0,219.0,18.429,49.0,225.769,81.801,100.0,190.952,305.653,186.0,5
247.0,113.0,27.0,249.647,80.5,27.0,250.182,48.882,31.0,255.0,29.0,40.0,270.5,25.447,52.0,293.5,110.74,118.0,464.0,298.5,239.0,5
232.5,115.5,27.0,233.031,88.416,27.0,237.227,67.102,32.0,244.77,58.23,39.0,263.301,69.346,50.0,337.22,188.845,145.0,439.5,373.5,154.0,4
229.0,118.0,28.0,221.824,89.0,26.0,211.075,63.023,28.0,199.144,46.104,33.0,180.5,43.5,41.0,148.122,66.732,52.0,67.0,295.0,89.0,3
223.297,125.0,27.0,222.0,97.05,27.0,219.5,75.304,30.0,218.459,64.5,35.0,214.311,70.109,42.0,212.187,128.199,70.0,236.5,318.5,166.0,4
226.606,132.705,25.0,229.5,106.5,29.0,239.5,74.5,29.0,256.0,50.0,34.0,288.5,34.5,44.0,348.5,35.0,65.0,591.715,223.392,54.0,2
251.0,141.0,24.0,250.941,147.059,24.0,250.5,161.5,21.0,232.0,152.5,30.0,222.0,119.5,26.0,165.5,17.5,23.0,129.5,7.5,17.0,1
223.622,113.361,27.0,225.5,80.0,27.0,232.468,55.077,30.0,244.779,38.844,36.0,265.286,37.943,47.0,311.194,95.059,88.0,457.0,290.0,232.0,2
251.0,172.0,19.0,229.0,123.211,27.0,217.0,93.0,25.0,203.0,61.0,25.0,185.0,35.0,30.0,155.0,20.088,35.0,96.334,22.233,40.0,1
222.5,152.5,27.0,217.678,125.36,27.0,212.0,106.512,28.0,208.5,97.221,32.0,202.5,103.5,38.0,202.081,155.666,60.0,211.5,333.0,148.0,3
230.0,135.5,26.0,233.0,109.463,27.0,243.5,84.895,29.0,262.5,68.5,34.0,289.5,65.0,42.0,340.0,98.5,67.0,472.146,234.304,171.0,2
229.0,121.5,27.0,220.5,91.5,27.0,209.968,66.558,29.0,195.021,50.804,33.0,177.368,52.199,41.0,144.5,83.5,56.0,73.5,292.0,92.0,3
224.0,125.5,26.0,222.985,98.437,26.0,223.038,79.928,29.0,226.927,70.49,35.0,232.771,75.206,41.0,255.5,146.5,88.0,315.599,319.198,174.0,4
224.822,127.137,27.0,218.5,101.5,26.0,208.18,82.547,29.0,198.167,74.911,34.0,183.497,82.198,40.0,154.5,137.0,60.0,96.0,315.5,128.0,3
222.0,122.5,26.0,213.408,97.651,26.0,205.0,82.477,30.0,194.5,77.912,37.0,179.073,95.131,46.0,130.842,225.233,130.0,112.976,397.592,55.0,3
226.0,100.5,26.0,228.0,73.0,27.0,231.756,52.5,31.0,238.962,47.002,36.0,249.866,62.636,43.0,271.424,143.633,87.0,324.0,325.5,169.0,4
223.0,112.5,27.0,228.765,83.134,26.0,234.5,61.435,30.0,245.867,49.492,37.0,264.839,54.537,46.0,328.247,133.039,107.0,438.5,341.0,189.0,4
221.607,118.87,26.0,223.0,90.0,26.0,230.0,67.5,29.0,238.245,55.844,35.0,254.02,61.735,42.0,302.0,130.0,92.0,406.5,318.0,207.0,4
223.5,113.5,26.0,220.5,90.5,26.0,215.213,77.45,30.0,210.226,76.977,34.0,198.271,100.675,47.0,173.332,206.836,100.0,158.599,371.342,89.0,3
231.0,84.0,25.0,239.0,51.679,25.0,248.367,22.925,29.0,266.0,9.2,30.0,303.0,8.5,32.0,375.5,26.5,63.0,576.0,250.5,83.0,2
220.0,124.5,27.0,210.514,99.6,25.0,200.0,79.789,29.0,185.5,70.0,35.0,168.662,77.557,42.0,139.204,135.405,57.0,114.5,324.0,101.0,3
226.235,130.0,27.0,227.0,104.0,27.0,231.818,83.0,29.0,238.0,72.5,35.0,249.093,76.721,42.0,274.854,142.16,86.0,350.0,323.5,182.0,4
233.488,129.973,26.0,226.799,113.799,27.0,224.575,105.5,30.0,217.764,108.608,35.0,212.881,145.623,48.0,197.408,262.066,103.0,200.5,401.0,78.0,3
228.0,119.86,26.0,219.0,89.0,25.0,208.0,61.487,27.0,193.958,44.194,33.0,177.343,41.557,41.0,142.096,71.631,54.0,79.27,289.862,95.0,3
228.485,107.968,22.0,226.0,84.5,21.0,221.348,48.776,28.0,220.5,30.0,34.0,219.651,24.22,41.0,223.489,53.181,59.0,265.0,272.0,212.0,4
251.5,149.0,22.0,252.0,160.5,20.0,227.0,104.5,25.0,210.5,75.5,23.0,193.5,48.5,26.0,169.0,25.056,30.0,125.5,24.237,39.0,1
235.5,130.0,28.0,230.0,104.81,27.0,224.5,89.904,30.0,219.0,84.5,35.0,207.871,99.197,46.0,198.213,225.329,125.0,157.744,379.271,92.0,3
230.5,100.5,26.0,226.585,68.333,27.0,220.569,43.558,33.0,216.988,29.655,40.0,208.783,33.111,51.0,186.682,164.283,142.0,157.682,366.984,107.0,5
230.5,118.5,25.0,227.99,89.801,27.0,226.0,71.719,31.0,221.389,65.036,36.0,215.888,82.286,45.0,200.25,184.841,108.0,191.0,360.0,114.0,3
236.5,79.4,25.0,234.561,49.063,25.0,230.523,24.5,31.0,227.5,15.5,36.0,221.5,16.159,49.0,200.341,142.627,143.0,169.435,362.835,144.0,5
238.0,108.0,26.0,241.0,79.5,27.0,238.795,57.5,30.0,235.962,46.055,36.0,233.767,49.62,44.0,249.366,122.574,94.0,239.0,313.197,169.0,5
231.5,125.5,29.0,227.0,99.0,24.0,221.987,71.874,27.0,215.0,57.0,31.0,202.558,55.5,37.0,182.588,85.876,47.0,140.594,265.54,152.0,3
248.0,139.5,23.0,246.572,119.894,27.0,250.483,98.639,28.0,255.0,88.5,32.0,264.357,91.101,39.0,284.5,152.0,78.0,351.892,322.1,174.0,4
239.065,117.712,26.0,238.104,92.986,26.0,238.354,73.0,30.0,238.553,66.152,35.0,240.575,80.441,43.0,244.116,169.255,94.0,282.894,345.105,140.0,4
231.5,121.5,24.0,225.5,97.5,23.0,217.535,66.944,26.0,206.948,43.758,32.0,191.5,30.5,42.0,160.0,43.0,61.0,67.743,251.204,77.0,5
252.5,148.0,23.0,253.5,145.0,20.0,253.0,144.0,22.0,252.5,143.0,20.0,251.0,142.5,20.0,236.5,122.0,20.0,254.078,18.428,23.0,2
244.0,151.0,19.0,238.973,126.998,25.0,239.0,115.5,29.0,244.113,115.959,33.0,252.0,139.0,47.0,261.5,222.0,89.0,277.5,383.381,114.0,4
255.0,165.0,22.0,256.5,175.0,23.0,232.745,118.656,28.0,230.0,48.0,19.0,228.5,16.5,24.0,223.0,8.5,26.0,260.779,249.778,267.0,5
232.5,128.0,29.0,232.0,104.5,27.0,236.695,87.5,30.0,243.5,83.5,35.0,260.875,99.857,49.0,310.0,204.5,124.0,356.315,386.187,120.0,4
245.0,146.0,20.0,237.0,149.5,20.0,227.5,111.5,27.0,241.0,83.5,28.0,263.0,61.5,32.0,302.0,44.0,43.0,379.0,56.0,67.0,2
226.0,109.0,26.0,232.539,85.741,26.0,243.926,66.387,32.0,262.5,60.071,39.0,301.045,82.591,63.0,427.739,230.318,190.0,509.0,391.0,57.0,2
225.0,130.0,27.0,221.5,100.5,25.0,216.5,73.614,25.0,210.0,51.5,32.0,202.0,40.0,41.0,190.289,55.998,53.0,196.029,269.122,215.0,5
242.246,131.754,22.0,241.5,146.0,20.0,224.0,124.0,24.0,214.5,101.5,25.0,202.037,85.451,27.0,179.679,79.106,31.0,139.0,87.5,37.0,1
236.5,128.5,21.0,229.053,116.056,26.0,224.0,107.953,29.0,218.5,109.5,32.0,207.01,135.388,42.0,178.5,232.5,97.0,163.382,362.759,80.0,3
251.985,135.015,24.0,250.0,133.0,21.0,247.5,133.0,23.0,245.5,134.0,21.0,245.246,141.754,22.0,244.0,154.0,20.0,197.0,21.5,25.0,1
255.5,149.0,21.0,255.0,160.5,20.0,238.0,111.5,22.0,216.943,46.0,23.0,199.918,19.457,28.0,173.5,9.694,26.0,115.5,8.5,30.0,1
253.0,146.5,21.0,233.0,102.0,21.0,225.414,73.403,23.0,213.5,47.0,28.0,197.318,29.269,34.0,167.0,30.049,42.0,103.5,60.5,34.0,1
257.5,154.0,22.0,241.0,111.5,23.0,236.972,36.5,25.0,231.5,14.0,29.0,228.0,7.0,25.0,223.5,11.5,37.0,300.587,219.724,272.0,5
254.0,120.14,26.0,258.0,90.0,25.0,262.275,59.754,26.0,272.402,36.402,32.0,288.264,25.819,40.0,318.5,38.5,56.0,444.5,233.0,217.0,2
250.0,149.0,21.0,242.0,98.0,19.0,247.5,34.0,23.0,251.5,9.283,28.0,269.5,7.0,22.0,284.0,8.5,42.0,420.0,239.5,266.0,5
238.0,150.0,19.0,228.917,123.083,22.0,220.5,98.0,25.0,207.0,75.5,27.0,187.0,63.0,31.0,158.812,66.358,37.0,108.5,99.5,25.0,1
240.5,105.0,23.0,239.0,72.0,21.0,234.0,40.5,26.0,232.5,19.271,32.0,227.0,16.846,39.0,216.675,41.911,56.0,196.5,279.839,205.0,5
237.5,135.5,26.0,239.0,106.0,26.0,240.5,85.273,29.0,243.5,74.5,34.0,250.01,81.932,40.0,270.5,150.5,81.0,325.5,325.636,165.0,4
247.0,170.5,20.0,225.5,84.5,22.0,221.0,54.5,29.0,215.644,30.264,36.0,200.0,27.492,49.0,174.247,70.243,80.0,143.986,329.972,121.0,5
255.985,153.015,24.0,256.0,160.0,21.0,231.739,107.739,23.0,218.45,76.061,25.0,198.5,54.5,29.0,168.003,37.385,36.0,107.0,41.5,37.0,1
237.0,127.5,21.0,230.0,100.5,20.0,218.767,69.233,26.0,207.5,46.5,31.0,191.5,42.0,40.0,166.468,61.71,46.0,102.414,268.891,58.0,3
302.0,166.0,20.0,285.0,137.0,26.0,278.348,110.623,26.0,264.5,83.0,21.0,243.683,54.113,23.0,214.309,32.408,29.0,170.723,22.529,33.0,1
309.0,158.5,21.0,291.0,118.5,28.0,284.5,89.0,26.0,272.474,65.474,27.0,255.348,47.5,32.0,226.792,43.772,41.0,170.903,77.658,63.0,1
302.0,153.0,21.0,299.0,165.0,20.0,277.5,115.0,27.0,264.0,86.5,25.0,244.0,64.414,25.0,213.5,46.0,31.0,163.0,45.195,35.0,1
277.387,115.194,27.0,276.608,89.5,25.0,278.77,63.457,29.0,281.948,49.328,36.0,287.284,48.662,44.0,308.5,128.5,105.0,369.0,317.0,194.0,5
277.5,101.0,26.0,268.526,72.955,24.0,257.633,47.367,28.0,240.572,27.89,32.0,212.57,30.905,43.0,158.651,65.16,58.0,52.0,252.0,65.0,1
283.5,146.0,21.0,285.0,156.5,20.0,264.0,123.5,23.0,252.5,96.5,24.0,232.11,69.009,24.0,200.067,44.0,29.0,141.5,31.5,32.0,1
272.5,128.5,24.0,272.0,101.923,25.0,273.799,71.736,28.0,279.564,52.052,32.0,287.571,42.063,41.0,312.13,57.083,58.0,426.12,271.176,239.0,5
263.5,109.0,25.0,273.474,78.955,24.0,288.057,53.253,28.0,311.5,35.0,34.0,352.879,36.571,43.0,427.5,79.5,38.0,618.0,215.5,26.0,2
274.5,146.5,22.0,255.5,101.0,25.0,252.801,77.373,28.0,250.0,62.0,34.0,245.0,59.618,41.0,247.311,103.535,70.0,256.0,306.275,191.0,5
298.5,146.5,22.0,288.0,141.516,22.0,284.0,149.0,21.0,270.0,110.0,25.0,277.0,68.5,23.0,283.0,36.0,22.0,294.5,8.0,26.0,2
265.579,128.171,26.0,269.5,105.5,26.0,277.5,89.5,29.0,284.847,85.612,33.0,303.0,107.5,49.0,334.334,187.472,87.0,381.5,365.5,130.0,4
271.0,137.0,21.0,271.0,109.5,28.0,277.0,79.9,26.0,289.5,51.5,31.0,306.755,30.827,39.0,339.471,23.152,51.0,407.5,51.5,66.0,2
268.0,138.5,20.0,267.148,121.12,27.0,269.046,97.397,28.0,271.179,81.0,32.0,274.478,78.617,38.0,290.075,105.384,59.0,323.5,295.5,194.0,4
269.0,136.5,22.0,270.0,142.5,22.0,269.0,154.5,21.0,246.0,115.5,20.0,209.147,55.357,24.0,179.0,32.431,26.0,122.0,24.5,27.0,1
259.5,118.0,26.0,261.05,89.95,26.0,264.6,67.6,29.0,268.959,51.749,37.0,281.853,56.5,49.0,348.5,186.0,163.0,460.5,363.0,146.0,5
255.0,122.5,26.0,250.446,92.446,24.0,242.143,64.0,27.0,231.0,41.0,33.0,214.681,30.52,43.0,178.802,41.5,61.0,120.0,266.0,89.0,5
261.416,113.82,24.0,259.0,77.0,25.0,257.5,43.5,28.0,255.5,17.167,34.0,253.0,8.5,43.0,249.5,7.5,69.0,323.217,188.596,111.0,5
266.0,118.5,27.0,275.0,89.0,23.0,289.662,60.0,28.0,308.272,38.026,35.0,341.212,34.855,42.0,406.5,73.5,65.0,620.5,245.5,47.0,2
259.5,126.5,21.0,261.0,103.244,26.0,270.552,80.106,27.0,283.608,67.066,32.0,306.545,67.727,41.0,355.121,114.496,73.0,458.5,303.5,189.0,2
281.0,149.0,22.0,276.5,155.5,21.0,272.5,123.5,27.0,283.5,87.5,26.0,302.689,56.104,28.0,330.5,28.0,34.0,375.0,8.5,36.0,2
265.0,87.5,20.0,260.261,58.739,23.0,253.5,30.0,29.0,243.5,15.621,33.0,225.0,22.0,44.0,193.293,63.5,67.0,119.644,302.558,129.0,5
266.0,100.0,23.0,265.914,64.0,25.0,266.122,32.244,31.0,269.5,16.598,38.0,278.0,10.5,51.0,364.5,209.0,242.0,457.5,326.0,114.0,5
276.5,135.5,22.0,276.0,155.5,21.0,253.0,120.0,27.0,240.226,92.239,25.0,224.26,69.74,26.0,200.269,50.077,31.0,158.286,49.292,37.0,1
274.984,144.5,21.0,254.0,124.0,19.0,241.0,100.0,24.0,227.635,73.01,24.0,209.62,51.466,30.0,176.483,40.33,38.0,115.0,55.5,43.0,1
267.5,133.5,21.0,248.0,115.0,25.0,237.079,84.921,24.0,223.46,58.026,25.0,204.0,39.5,31.0,171.457,31.335,41.0,112.5,38.5,27.0,1
269.5,148.0,26.0,270.0,139.0,24.0,270.5,138.0,22.0,269.0,148.0,19.0,231.0,43.5,24.0,216.0,16.684,29.0,193.0,7.0,26.0,1
288.0,144.5,23.0,283.0,146.0,21.0,267.0,99.5,22.0,255.016,71.5,21.0,238.0,44.539,26.0,212.5,27.5,31.0,171.0,29.5,36.0,1
275.5,142.5,24.0,276.0,137.5,22.0,255.0,105.0,25.0,243.0,83.5,23.0,224.947,60.352,26.0,197.628,47.271,33.0,149.5,45.256,37.0,1
256.0,124.0,24.0,259.0,123.0,19.0,259.254,127.746,22.0,260.0,137.0,19.0,260.0,149.032,21.0,176.0,18.5,23.0,141.0,11.556,22.0,1
262.5,141.0,20.0,256.0,54.0,24.0,267.5,27.058,28.0,282.0,12.5,32.0,309.5,14.636,43.0,367.5,82.0,92.0,483.77,311.191,135.0,2
234.5,116.5,20.0,242.0,92.5,20.0,253.238,58.762,23.0,266.0,30.5,30.0,295.0,14.667,35.0,344.0,17.537,45.0,428.0,62.0,19.0,2
231.5,123.5,21.0,235.0,96.5,25.0,241.0,66.5,25.0,254.282,41.582,29.0,278.14,22.785,38.0,331.5,18.188,52.0,550.5,228.5,37.0,2
261.254,125.746,22.0,260.0,125.0,23.0,258.5,125.5,21.0,262.0,136.5,20.0,264.0,144.5,20.0,197.0,8.5,20.0,99.5,8.5,30.0,1
